0,ToyotaPriusSimple,1,MotorbikeSimple,2,Atm,1,Bench,1,ClothRecyclingContainer,3,GlassRecyclingContainer,3,MetallicTrash,2,PhoneBooth,1,PublicBin,1,BigSassafras,4,Cypress,1,Oak,2,Tractor,1
1,Pedestrian,1,ToyotaPriusSimple,1,Bench,1,ClothRecyclingContainer,2,ElectricalCabinet,1,IceFreezerContainer,2,Mailbox,1,OldBench,1,PhoneBooth,1,PublicBin,1,TrashContainer,1,UndergroundContainer,1
2,Pedestrian,1,ToyotaPriusSimple,1,ClothRecyclingContainer,1,ElectricalCabinet,2,EmergencyPhone,2,FireHydrant,1,GlassRecyclingContainer,1,IceFreezerContainer,1,MetallicTrash,3,OldBench,6,PhoneBooth,1,Cypress,1,Oak,2,BmwX5Simple,1,Tractor,1
3,MotorbikeSimple,1,ClothRecyclingContainer,1,DrinkingFountain,2,ElectricalCabinet,1,FireHydrant,1,GlassRecyclingContainer,1,IceFreezerContainer,2,Mailbox,1,MetallicTrash,2,OldBench,1,PhoneBooth,1,PublicBin,3,TrashBin,1,TrashContainer,1,UndergroundContainer,1,WorkTrashContainer,6,BigSassafras,1,Cypress,2,Oak,1,Sassafras,1,BmwX5Simple,1,ScooterSimple,2,Tractor,3
4,Atm,1,ClothRecyclingContainer,1,DrinkingFountain,1,FireHydrant,1,IceFreezerContainer,2,OldBench,2,PhoneBooth,2,PublicBin,1,TrashBin,1,TrashContainer,3,UndergroundContainer,1,Cypress,1,Sassafras,1
5,ToyotaPriusSimple,1,Bench,1,ClothRecyclingContainer,1,FireHydrant,1,IceFreezerContainer,1,MetallicTrash,1,OldBench,1,PhoneBooth,1,TrashContainer,1,UndergroundContainer,3,WorkTrashContainer,2,BigSassafras,2,Oak,1,Sassafras,3,BmwX5Simple,1,ScooterSimple,1
6,Pedestrian,1,MotorbikeSimple,1,Bench,1,DrinkingFountain,1,ElectricalCabinet,1,EmergencyPhone,1,FireHydrant,1,GlassRecyclingContainer,1,MetallicTrash,1,OldBench,1,PhoneBooth,1,PublicBin,1,TrashContainer,1,Sassafras,1,BmwX5Simple,1
7,Pedestrian,1,ToyotaPriusSimple,1,Atm,1,Bench,1,DrinkingFountain,1,EmergencyPhone,1,FireHydrant,1,Mailbox,1,MetallicTrash,2,OldBench,1,TrashBin,1,WorkTrashContainer,3,Tractor,1
8,Pedestrian,1,MotorbikeSimple,1,Atm,1,Bench,2,ElectricalCabinet,3,EmergencyPhone,1,GlassRecyclingContainer,2,Mailbox,1,MetallicTrash,3,PhoneBooth,3,PublicBin,1,TrashBin,1,TrashContainer,5,Cypress,3,Oak,1,Sassafras,2,BmwX5Simple,1,ScooterSimple,2,Tractor,2
9,Pedestrian,3,MotorbikeSimple,3,Atm,3,Bench,1,ClothRecyclingContainer,3,DrinkingFountain,2,FireHydrant,1,GlassRecyclingContainer,2,IceFreezerContainer,1,Mailbox,2,OldBench,3,PhoneBooth,2,PublicBin,1,TrashBin,1,UndergroundContainer,1,WorkTrashContainer,1,BigSassafras,2,Cypress,2,Sassafras,1,BmwX5Simple,1,ScooterSimple,1
10,MotorbikeSimple,1,Mailbox,1,OldBench,1,PhoneBooth,2,PublicBin,1,TrashContainer,1,WorkTrashContainer,1,BigSassafras,1,Cypress,1,Tractor,1
11,MotorbikeSimple,1,Atm,1,Bench,1,ClothRecyclingContainer,1,DrinkingFountain,2,EmergencyPhone,1,FireHydrant,3,PublicBin,1,TrashBin,2,TrashContainer,1,WorkTrashContainer,1,BigSassafras,1,Cypress,2,BmwX5Simple,1
12,ToyotaPriusSimple,2,Atm,1,Bench,1,IceFreezerContainer,1,OldBench,1,TrashContainer,1,UndergroundContainer,1,BigSassafras,1,Cypress,1,Oak,1,BmwX5Simple,1,Tractor,1
13,Pedestrian,2,ToyotaPriusSimple,1,MotorbikeSimple,1,Atm,1,Bench,1,ClothRecyclingContainer,2,DrinkingFountain,1,EmergencyPhone,4,FireHydrant,1,GlassRecyclingContainer,1,Mailbox,1,MetallicTrash,1,PublicBin,1,TrashBin,2,TrashContainer,2,UndergroundContainer,1,BigSassafras,5,Oak,1,Sassafras,4,ScooterSimple,4,Tractor,1
14,Atm,1,Bench,2,DrinkingFountain,2,EmergencyPhone,2,Mailbox,1,MetallicTrash,1,OldBench,1,PhoneBooth,2,TrashBin,2,BigSassafras,1
15,ToyotaPriusSimple,1,Atm,2,ClothRecyclingContainer,1,ElectricalCabinet,3,EmergencyPhone,1,GlassRecyclingContainer,1,Mailbox,5,MetallicTrash,1,OldBench,2,PublicBin,3,TrashBin,1,TrashContainer,2,UndergroundContainer,2,WorkTrashContainer,3,BigSassafras,1,Cypress,1,Oak,1,Sassafras,1,BmwX5Simple,2,ScooterSimple,1,Tractor,1
16,Pedestrian,1,MotorbikeSimple,2,Atm,1,Bench,1,DrinkingFountain,3,ElectricalCabinet,3,EmergencyPhone,3,FireHydrant,1,GlassRecyclingContainer,3,IceFreezerContainer,1,OldBench,1,TrashBin,1,TrashContainer,1,WorkTrashContainer,2,Cypress,1,Oak,2,Sassafras,1,BmwX5Simple,1,ScooterSimple,1,Tractor,3
17,Pedestrian,1,MotorbikeSimple,2,Bench,1,ClothRecyclingContainer,1,EmergencyPhone,2,FireHydrant,2,GlassRecyclingContainer,2,IceFreezerContainer,3,Mailbox,2,MetallicTrash,1,OldBench,1,TrashContainer,2,WorkTrashContainer,3,BigSassafras,2,Oak,2,BmwX5Simple,1
18,MotorbikeSimple,1,ElectricalCabinet,2,EmergencyPhone,1,FireHydrant,1,IceFreezerContainer,1,Mailbox,1,PhoneBooth,1,PublicBin,1,Oak,1
19,Pedestrian,2,MotorbikeSimple,2,ClothRecyclingContainer,1,DrinkingFountain,1,EmergencyPhone,1,Mailbox,1,MetallicTrash,1,PhoneBooth,3,PublicBin,2,UndergroundContainer,1,WorkTrashContainer,1,Cypress,1,Sassafras,1,BmwX5Simple,2
20,ToyotaPriusSimple,1,Atm,1,ElectricalCabinet,1,FireHydrant,1,GlassRecyclingContainer,1,IceFreezerContainer,1,Mailbox,1,UndergroundContainer,3,WorkTrashContainer,1,Cypress,2,Oak,1,Sassafras,1,ScooterSimple,1
21,ToyotaPriusSimple,1,MotorbikeSimple,2,Atm,3,Bench,3,DrinkingFountain,1,ElectricalCabinet,2,EmergencyPhone,1,GlassRecyclingContainer,2,IceFreezerContainer,1,MetallicTrash,2,OldBench,2,PhoneBooth,1,PublicBin,1,TrashBin,1,TrashContainer,1,UndergroundContainer,2,WorkTrashContainer,2,Cypress,2,Oak,1,Sassafras,1,BmwX5Simple,1
22,MotorbikeSimple,1,Atm,2,Bench,2,ElectricalCabinet,2,FireHydrant,1,IceFreezerContainer,2,MetallicTrash,1,OldBench,2,PhoneBooth,1,PublicBin,1,TrashBin,1,TrashContainer,2,BigSassafras,1,Oak,1,BmwX5Simple,2,Tractor,1
23,MotorbikeSimple,2,Atm,3,Bench,2,DrinkingFountain,1,ElectricalCabinet,3,EmergencyPhone,2,FireHydrant,2,GlassRecyclingContainer,1,IceFreezerContainer,1,Mailbox,1,MetallicTrash,1,PhoneBooth,1,PublicBin,2,TrashBin,1,UndergroundContainer,1,BigSassafras,1,Oak,2,Sassafras,1,ScooterSimple,2,Tractor,1
24,ToyotaPriusSimple,1,MotorbikeSimple,1,Atm,2,Bench,1,ClothRecyclingContainer,1,DrinkingFountain,1,FireHydrant,1,GlassRecyclingContainer,1,Mailbox,2,PhoneBooth,3,PublicBin,1,TrashContainer,1,WorkTrashContainer,1,BigSassafras,1,Cypress,1,Sassafras,3,BmwX5Simple,1,Tractor,2
25,ToyotaPriusSimple,1,MotorbikeSimple,2,Atm,3,Bench,3,DrinkingFountain,1,ElectricalCabinet,1,EmergencyPhone,1,GlassRecyclingContainer,1,IceFreezerContainer,2,Mailbox,5,OldBench,3,PhoneBooth,1,PublicBin,1,TrashContainer,2,UndergroundContainer,2,WorkTrashContainer,2,BigSassafras,1,Cypress,1,Sassafras,2,Tractor,2
26,Pedestrian,1,MotorbikeSimple,3,DrinkingFountain,1,EmergencyPhone,1,FireHydrant,3,IceFreezerContainer,3,MetallicTrash,3,OldBench,1,PhoneBooth,2,PublicBin,3,TrashBin,3,TrashContainer,1,UndergroundContainer,4,WorkTrashContainer,1,BigSassafras,1,Oak,1,Sassafras,1
27,Pedestrian,3,MotorbikeSimple,1,Atm,2,Bench,1,ClothRecyclingContainer,2,DrinkingFountain,1,ElectricalCabinet,4,FireHydrant,2,GlassRecyclingContainer,2,Mailbox,2,MetallicTrash,2,PhoneBooth,1,PublicBin,3,TrashBin,3,TrashContainer,1,UndergroundContainer,2,BigSassafras,1,Oak,1,Sassafras,1,ScooterSimple,1,Tractor,2
28,Pedestrian,1,ToyotaPriusSimple,2,MotorbikeSimple,4,Atm,2,Bench,3,ClothRecyclingContainer,2,ElectricalCabinet,2,EmergencyPhone,1,FireHydrant,1,GlassRecyclingContainer,2,IceFreezerContainer,2,Mailbox,2,MetallicTrash,1,OldBench,2,TrashBin,2,WorkTrashContainer,2,BigSassafras,1,Cypress,1,Oak,1,ScooterSimple,1,Tractor,3
29,Bench,1,ClothRecyclingContainer,2,EmergencyPhone,1,MetallicTrash,1,OldBench,1,PhoneBooth,1,UndergroundContainer,1,BigSassafras,1,Cypress,1
30,ToyotaPriusSimple,1,MotorbikeSimple,2,DrinkingFountain,1,EmergencyPhone,1,FireHydrant,1,GlassRecyclingContainer,2,Mailbox,1,MetallicTrash,1,OldBench,1,PublicBin,2,BmwX5Simple,1
31,Bench,1,ClothRecyclingContainer,1,DrinkingFountain,1,Mailbox,1,TrashBin,1,TrashContainer,1,UndergroundContainer,1,WorkTrashContainer,2,Cypress,1,Oak,2,Tractor,1
32,MotorbikeSimple,1,Bench,1,DrinkingFountain,2,EmergencyPhone,1,MetallicTrash,2,OldBench,2,PhoneBooth,1,TrashContainer,1,UndergroundContainer,1,WorkTrashContainer,3,BigSassafras,1,Sassafras,1
33,Pedestrian,2,ToyotaPriusSimple,1,MotorbikeSimple,1,Bench,2,ClothRecyclingContainer,1,DrinkingFountain,1,ElectricalCabinet,1,EmergencyPhone,1,FireHydrant,2,GlassRecyclingContainer,1,IceFreezerContainer,1,Mailbox,1,MetallicTrash,2,OldBench,2,PhoneBooth,1,TrashBin,3,UndergroundContainer,2,WorkTrashContainer,1,Cypress,1,Oak,3,BmwX5Simple,5
34,Pedestrian,2,Atm,1,ElectricalCabinet,1,EmergencyPhone,2,FireHydrant,2,GlassRecyclingContainer,1,IceFreezerContainer,2,Mailbox,1,MetallicTrash,2,PublicBin,1,TrashBin,1,TrashContainer,1,UndergroundContainer,1,WorkTrashContainer,1,Cypress,2,Oak,1,ScooterSimple,1,Tractor,1
35,ToyotaPriusSimple,2,MotorbikeSimple,1,Atm,1,ClothRecyclingContainer,1,DrinkingFountain,1,EmergencyPhone,2,FireHydrant,1,GlassRecyclingContainer,1,IceFreezerContainer,1,Mailbox,1,MetallicTrash,1,OldBench,4,PhoneBooth,1,TrashBin,1,TrashContainer,1,UndergroundContainer,4,WorkTrashContainer,1,Oak,1,BmwX5Simple,1,ScooterSimple,1
36,Pedestrian,3,ToyotaPriusSimple,2,MotorbikeSimple,5,Atm,2,Bench,3,ClothRecyclingContainer,1,DrinkingFountain,3,ElectricalCabinet,2,EmergencyPhone,2,FireHydrant,3,GlassRecyclingContainer,1,MetallicTrash,2,PhoneBooth,1,PublicBin,1,TrashContainer,1,WorkTrashContainer,2,BigSassafras,2,Cypress,2,ScooterSimple,2
37,Pedestrian,1,MotorbikeSimple,2,Atm,1,Bench,1,DrinkingFountain,2,ElectricalCabinet,1,EmergencyPhone,1,IceFreezerContainer,1,Mailbox,2,MetallicTrash,1,PhoneBooth,2,PublicBin,2,TrashContainer,1,UndergroundContainer,2,WorkTrashContainer,1,Cypress,1,Oak,4,Sassafras,1,BmwX5Simple,2,ScooterSimple,1
38,MotorbikeSimple,2,Atm,2,ElectricalCabinet,2,EmergencyPhone,1,FireHydrant,2,IceFreezerContainer,1,MetallicTrash,2,PhoneBooth,1,UndergroundContainer,3,WorkTrashContainer,3,BigSassafras,1,Cypress,1,Oak,1,Sassafras,1,BmwX5Simple,2,ScooterSimple,2,Tractor,1
39,Pedestrian,3,ToyotaPriusSimple,1,MotorbikeSimple,2,Bench,1,ClothRecyclingContainer,2,EmergencyPhone,1,FireHydrant,1,GlassRecyclingContainer,1,IceFreezerContainer,1,Mailbox,3,MetallicTrash,2,OldBench,2,PhoneBooth,1,PublicBin,1,TrashContainer,4,UndergroundContainer,1,WorkTrashContainer,3,BigSassafras,1,Cypress,2,Oak,1,Sassafras,3,BmwX5Simple,1,ScooterSimple,1
40,MotorbikeSimple,2,Bench,1,ClothRecyclingContainer,1,DrinkingFountain,1,ElectricalCabinet,2,EmergencyPhone,1,FireHydrant,2,IceFreezerContainer,1,Mailbox,4,MetallicTrash,3,OldBench,2,PublicBin,2,TrashBin,1,TrashContainer,1,BigSassafras,1,Cypress,1,Oak,2,Sassafras,2,BmwX5Simple,1
41,Pedestrian,1,ToyotaPriusSimple,1,Atm,1,ClothRecyclingContainer,1,DrinkingFountain,1,ElectricalCabinet,1,EmergencyPhone,2,FireHydrant,1,Mailbox,1,MetallicTrash,1,OldBench,2,PhoneBooth,2,TrashBin,1,TrashContainer,1,UndergroundContainer,1,WorkTrashContainer,1,Cypress,2,Oak,1,Tractor,2
42,Pedestrian,1,ToyotaPriusSimple,2,MotorbikeSimple,1,Atm,1,Bench,1,ClothRecyclingContainer,1,ElectricalCabinet,1,FireHydrant,1,IceFreezerContainer,2,MetallicTrash,2,OldBench,3,PublicBin,1,TrashBin,2,BigSassafras,1,Cypress,5,Oak,1,BmwX5Simple,2,ScooterSimple,1,Tractor,2
43,Pedestrian,1,ToyotaPriusSimple,1,Atm,1,DrinkingFountain,1,FireHydrant,2,GlassRecyclingContainer,2,IceFreezerContainer,1,Mailbox,2,MetallicTrash,1,PhoneBooth,1,TrashBin,1,TrashContainer,1,UndergroundContainer,1,Cypress,3,Sassafras,2
44,Pedestrian,2,ToyotaPriusSimple,2,MotorbikeSimple,1,Bench,1,ClothRecyclingContainer,1,DrinkingFountain,1,EmergencyPhone,1,FireHydrant,1,GlassRecyclingContainer,1,Mailbox,1,OldBench,1,PhoneBooth,2,PublicBin,1,TrashBin,2,TrashContainer,3,UndergroundContainer,1,WorkTrashContainer,1,Cypress,2,Oak,1,BmwX5Simple,3
45,ToyotaPriusSimple,1,MotorbikeSimple,1,Bench,2,MetallicTrash,1,PhoneBooth,1,TrashBin,1,TrashContainer,1,UndergroundContainer,1,WorkTrashContainer,1,Cypress,1,Oak,1,BmwX5Simple,2,Tractor,1
46,ToyotaPriusSimple,2,MotorbikeSimple,1,Bench,1,DrinkingFountain,1,ElectricalCabinet,3,EmergencyPhone,2,FireHydrant,1,TrashBin,1,WorkTrashContainer,1,Cypress,3,Oak,1,BmwX5Simple,2
47,Pedestrian,3,ToyotaPriusSimple,1,MotorbikeSimple,1,Bench,1,ClothRecyclingContainer,1,DrinkingFountain,2,FireHydrant,2,GlassRecyclingContainer,1,IceFreezerContainer,1,Mailbox,2,MetallicTrash,1,OldBench,3,PhoneBooth,1,PublicBin,1,TrashBin,5,TrashContainer,1,UndergroundContainer,2,WorkTrashContainer,1,BigSassafras,1,ScooterSimple,1,Tractor,1
48,Pedestrian,2,MotorbikeSimple,2,Bench,1,DrinkingFountain,1,GlassRecyclingContainer,2,IceFreezerContainer,2,Mailbox,1,OldBench,4,PhoneBooth,1,PublicBin,1,TrashBin,1,TrashContainer,2,BigSassafras,1,Cypress,3,Oak,1,Sassafras,2,BmwX5Simple,2,ScooterSimple,3
